couponId,couponname,couponsecuritycode,couponamount,couponcurrency,couponpercent,couponstartdate,couponenddate,couponlimit,couponcategories,couponproducts,couponusedcount,couponlastuseddate,couponcomment,couponother
98243,1000212386334,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98242,1000212386340,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98241,1000212386346,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98240,1000212386326,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98239,1000212386332,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98238,1000212386338,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98237,1000212386344,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98236,1000212386350,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98235,1000212386324,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98234,1000212386330,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98233,1000212386336,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98232,1000212046788,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98231,1000212072904,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98230,1000212071154,1000212071154,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/13/2014,Actual exp is 11 Mar 2015 (9 mths),
98229,1000212257124,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98228,1000211961404,1000211961404,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/16/2014,Actual exp is 11 Mar 2015 (9 mths),
98227,1000212257130,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98226,1000212137508,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98225,1000212043148,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98224,1000212261472,1000212261472,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/22/2014,Actual exp is 11 Mar 2015 (9 mths),
98223,1000212146494,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98222,1000212283894,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98221,1000212146976,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98220,1000211958784,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98219,1000212257128,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98218,1000211977112,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98217,1000212257134,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98216,1000212043146,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98215,1000212081198,1000212081198,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/20/2014,Actual exp is 11 Mar 2015 (9 mths),
98214,1000212261102,1000212261102,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/9/2014,Actual exp is 11 Mar 2015 (9 mths),
98213,1000212283892,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98212,1000212146974,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98211,1000212456672,1000212456672,85,MYR,0,6/10/2014,3/25/2015,1,,,1,8/19/2014,Actual exp is 11 Mar 2015 (9 mths),
98210,1000212146980,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98209,1000212253396,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98208,1000212257126,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98207,1000211966714,1000211966714,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/12/2014,Actual exp is 11 Mar 2015 (9 mths),
98206,1000212257132,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98205,1000212036976,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98204,1000212261100,1000212261100,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/9/2014,Actual exp is 11 Mar 2015 (9 mths),
98203,1000212146972,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98202,1000212146978,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98201,1000212253394,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98151,1000211930760,,355,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98150,1000211562834,,355,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98149,1000211562430,,355,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98148,1000211828972,,295,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98147,1000211569058,1000211569058,295,MYR,0,6/10/2014,3/25/2015,1,,,1,7/12/2014,Actual exp is 11 Mar 2015 (9 mths),
98146,1000211453256,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98145,1000211453254,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98144,1000211453252,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98143,1000211930758,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98142,1000211856636,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98141,1000211693854,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98140,1000211558224,1000211558224 ,248,MYR,0,6/10/2014,3/25/2015,1,,,1,8/26/2014,Actual exp is 11 Mar 2015 (9 mths),
98139,1000211453774,1000211453774,248,MYR,0,6/10/2014,3/25/2015,1,,,1,7/5/2014,Actual exp is 11 Mar 2015 (9 mths),
98138,1000211447896,1000211447896,248,MYR,0,6/10/2014,3/25/2015,1,,,1,7/29/2014,Actual exp is 11 Mar 2015 (9 mths),
98137,1000211447894,1000211447894,248,MYR,0,6/10/2014,3/25/2015,1,,,1,7/29/2014,Actual exp is 11 Mar 2015 (9 mths),
98136,1000211445624,,248,MYR,0,6/10/2014,3/25/2015,1,,,1,7/8/2014,Actual exp is 11 Mar 2015 (9 mths),
98135,1000211445622,,248,MYR,0,6/10/2014,3/25/2015,1,,,1,7/8/2014,Actual exp is 11 Mar 2015 (9 mths),
98134,1000211445620,,248,MYR,0,6/10/2014,3/25/2015,1,,,1,7/13/2014,Actual exp is 11 Mar 2015 (9 mths),
98133,1000211445618,,248,MYR,0,6/10/2014,3/25/2015,1,,,1,7/13/2014,Actual exp is 11 Mar 2015 (9 mths),
98132,1000211817606,1000211817606,225,MYR,0,6/10/2014,3/25/2015,1,,,1,8/18/2014,Actual exp is 11 Mar 2015 (9 mths),
98131,1000211828970,,225,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98130,1000211416634,,225,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98129,1000211405052,,225,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98128,1000211402718,1000211402718,225,MYR,0,6/10/2014,3/25/2015,1,,,1,7/4/2014,Actual exp is 11 Mar 2015 (9 mths),
98127,1000211428238,,206,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98126,1000211428236,,206,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98125,1000211828968,,165,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98124,1000211828966,,165,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98123,1000211552660,1000211552660,165,MYR,0,6/10/2014,3/25/2015,1,,,1,7/7/2014,Actual exp is 11 Mar 2015 (9 mths),
98122,1000211932678,1000211932678,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/7/2014,Actual exp is 11 Mar 2015 (9 mths),
98121,1000211921524,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98120,1000211848714,1000211848714,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/5/2014,Actual exp is 11 Mar 2015 (9 mths),
98119,1000211835898,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98118,1000211832108,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98117,1000211810540,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98116,1000211803244,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98115,1000211803242,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98114,1000211749286,1000211749286,85,MYR,0,6/10/2014,3/25/2015,1,,,1,8/6/2014,Actual exp is 11 Mar 2015 (9 mths),
98113,1000211741072,1000211741072,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/5/2014,Actual exp is 11 Mar 2015 (9 mths),
98112,1000211741070,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98111,1000211710044,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98110,1000211710042,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98109,1000211710040,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98108,1000211710038,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98107,1000211710036,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98106,1000211710034,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98105,1000211709958,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98104,1000211698242,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98103,1000211698240,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98102,1000211698238,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98101,1000211698236,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98100,1000211690742,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98099,1000211690740,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98098,1000211666968,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98097,1000211666966,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98096,1000211666964,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98095,1000211666962,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98094,1000211666960,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98093,1000211567786,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98092,1000211558222,1000211558222 ,85,MYR,0,6/10/2014,3/25/2015,1,,,1,8/26/2014,Actual exp is 11 Mar 2015 (9 mths),
98091,1000211541358,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98090,1000211435580,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98089,1000211412744,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98088,1000211412742,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
98087,1000211403128,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91582,1000211121874,,355,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91581,1000211125456,,355,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91580,1000210171640,1000210171640,355,MYR,0,6/10/2014,3/25/2015,1,,,1,8/11/2014,Actual exp is 11 Mar 2015 (9 mths),
91579,1000210428022,,355,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91578,1000210633094,,355,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91577,1000210180954,,355,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91576,1000210479694,1000210479694,355,MYR,0,6/10/2014,3/25/2015,1,,,1,7/5/2014,Actual exp is 11 Mar 2015 (9 mths),
91575,1000210180952,,340,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91574,1000210180950,,295,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91573,1000210182832,,295,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91572,1000210750200,,295,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91571,1000211123334,,295,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91570,1000210773038,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91569,1000210773044,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91568,1000210773036,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91567,1000210773042,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91566,1000210773040,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91565,1000210773046,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91564,1000209861158,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91563,1000210760308,1000210760308,248,MYR,0,6/10/2014,3/25/2015,1,,,1,6/30/2014,Actual exp is 11 Mar 2015 (9 mths),
91562,1000210760306,1000210760306,248,MYR,0,6/10/2014,3/25/2015,1,,,1,6/30/2014,Actual exp is 11 Mar 2015 (9 mths),
91561,1000210276302,1000210276302,248,MYR,0,6/10/2014,3/25/2015,1,,,1,8/17/2014,Actual exp is 11 Mar 2015 (9 mths),
91560,1000210276304,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91559,1000210611246,,248,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91558,1000209137644,,235,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91557,1000210230630,,235,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91556,1000210852392,1000210852392,235,MYR,0,6/10/2014,3/25/2015,1,,,1,7/3/2014,Actual exp is 11 Mar 2015 (9 mths),
91555,1000210852394,1000210852394,235,MYR,0,6/10/2014,3/25/2015,1,,,1,7/3/2014,Actual exp is 11 Mar 2015 (9 mths),
91554,1000211274220,,235,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91553,1000210781894,,235,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91552,1000211143540,1000211143540,235,MYR,0,6/10/2014,3/25/2015,1,,,1,7/6/2014,Actual exp is 11 Mar 2015 (9 mths),
91551,1000210925076,,235,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91550,1000209991176,,225,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91549,1000209983546,,225,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91548,1000210485030,,225,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91547,1000210138544,1000210138544,225,MYR,0,6/10/2014,3/25/2015,1,,,1,7/12/2014,Actual exp is 11 Mar 2015 (9 mths),
91546,1000210607100,1000210607100,225,MYR,0,6/10/2014,3/25/2015,1,,,1,6/30/2014,Actual exp is 11 Mar 2015 (9 mths),
91545,1000211142518,,225,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91544,1000210736916,,225,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91543,1000210436836,1000210436836,225,MYR,0,6/10/2014,3/25/2015,1,,,1,7/23/2014,Actual exp is 11 Mar 2015 (9 mths),
91542,1000210438662,,225,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91541,1000209991068,,206,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91540,1000209991066,,206,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91539,1000210473998,,206,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91538,1000211303524,,195,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91537,1000211303528,,195,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91536,1000209983544,,195,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91535,1000210005936,,165,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91534,1000211189734,,165,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91533,1000210245232,,165,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91532,1000210607334,,165,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91531,1000210607332,,165,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91530,1000210436564,,165,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91529,1000210764386,1000210764386,165,MYR,0,6/10/2014,3/25/2015,1,,,1,8/12/2014,Actual exp is 11 Mar 2015 (9 mths),
91528,1000210147204,1000210147204,165,MYR,0,6/10/2014,3/25/2015,1,,,1,8/24/2014,Actual exp is 11 Mar 2015 (9 mths),
91527,1000210596856,1000210596856,165,MYR,0,6/10/2014,3/25/2015,1,,,1,6/30/2014,Actual exp is 11 Mar 2015 (9 mths),
91526,1000209884540,,165,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91525,1000210933272,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91524,1000211257970,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91523,1000211257972,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91522,1000211268812,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91521,1000211268814,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91520,1000210925356,1000210925356,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/2/2014,Actual exp is 11 Mar 2015 (9 mths),
91519,1000209887444,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91518,1000210621212,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91517,1000210607324,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91516,1000210607330,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91515,1000210621204,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91514,1000210621210,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91513,1000210607322,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91512,1000210607328,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91511,1000210621202,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91510,1000210621208,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91509,1000210607320,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91508,1000210607326,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91507,1000210621200,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91506,1000210621206,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91505,1000210148768,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91504,1000210148766,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91503,1000210148764,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91502,1000211270264,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91501,1000211270262,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91500,1000211155182,Adel@#1001,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/11/2014,Actual exp is 11 Mar 2015 (9 mths),
91499,1000210473996,1000210473996,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/22/2014,Actual exp is 11 Mar 2015 (9 mths),
91498,1000210549096,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91497,1000210549098,,85,MYR,0,6/10/2014,3/25/2015,1,,,1,8/31/2014,Actual exp is 11 Mar 2015 (9 mths),
91496,1000210748886,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91495,1000210028518,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91494,1000210420600,1000210420600,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/3/2014,Actual exp is 11 Mar 2015 (9 mths),
91493,1000210134766,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91492,1000210134768,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91491,1000211264850,1000211264850,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/13/2014,Actual exp is 11 Mar 2015 (9 mths),
91490,1000210162390,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91489,1000210953260,1000210953260,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/6/2014,Actual exp is 11 Mar 2015 (9 mths),
91488,1000210781892,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91487,1000209983538,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91486,1000209983536,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91485,1000209983542,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91484,1000209983540,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91483,1000210248158,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91482,1000210485028,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91481,1000210485026,1000210485026,85,MYR,0,6/10/2014,3/25/2015,1,,,1,7/13/2014,Actual exp is 11 Mar 2015 (9 mths),
91480,1000210271662,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91479,1000210576680,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91478,1000210598100,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91477,1000211255704,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91476,1000210238902,,85,MYR,0,6/10/2014,3/25/2015,1,,,0,,Actual exp is 11 Mar 2015 (9 mths),
91475,1000210576706,1000210576706,85,MYR,0,6/10/2014,3/25/2015,1,,,1,6/30/2014,Actual exp is 11 Mar 2015 (9 mths),
